"행정구역","2025년01월_계_총인구수","2025년01월_계_연령구간인구수","2025년01월_계_0~9세","2025년01월_계_10~19세","2025년01월_계_20~29세","2025년01월_계_30~39세","2025년01월_계_40~49세","2025년01월_계_50~59세","2025년01월_계_60~69세","2025년01월_계_70~79세","2025년01월_계_80~89세","2025년01월_계_90~99세","2025년01월_계_100세 이상"
"전라남도 함평군 월야면(4686038000)","3,505","3,505","111","182","220","196","306","629","757","609","427","66","2"
"전라남도 영광군 (4687000000)","52,272","52,272","3,344","3,857","4,444","4,721","5,894","8,446","9,409","6,824","4,645","664","24"
"전라남도 영광군 영광읍(4687025000)","22,727","22,727","1,929","2,351","2,327","2,449","3,168","3,776","3,353","2,077","1,127","166","4"
"전라남도 영광군 백수읍(4687025300)","4,374","4,374","145","204","282","249","319","726","927","802","619","98","3"
"전라남도 영광군 홍농읍(4687025600)","6,794","6,794","576","491","755","892","816","1,122","1,023","651","422","42","4"
"전라남도 영광군 대마면(4687031000)","1,582","1,582","66","57","106","127","124","233","363","273","200","30","3"
"전라남도 영광군 묘량면(4687032000)","1,709","1,709","87","71","80","124","122","240","386","290","265","43","1"
"전라남도 영광군 불갑면(4687033000)","1,406","1,406","56","79","88","82","126","221","328","246","157","22","1"
"전라남도 영광군 군서면(4687034000)","2,229","2,229","73","133","132","133","199","389","439","372","319","39","1"
"전라남도 영광군 군남면(4687035000)","2,235","2,235","64","71","93","99","157","294","501","418","455","82","1"
"전라남도 영광군 염산면(4687036000)","3,774","3,774","109","133","171","203","309","557","915","828","482","64","3"
"전라남도 영광군 법성면(4687037000)","4,818","4,818","215","247","372","333","460","773","1,011","764","567","73","3"
"전라남도 영광군 낙월면(4687038000)","419","419","17","11","33","24","59","88","101","61","21","4","0"
"전라남도 영광군 낙월면안마출장소(4687038500)","205","205","7","9","5","6","35","27","62","42","11","1","0"
"전라남도 장성군 (4688000000)","42,024","42,024","1,840","2,968","3,359","3,175","4,551","7,284","8,437","5,630","4,091","671","18"
"전라남도 장성군 장성읍(4688025000)","13,516","13,516","734","1,303","1,179","1,044","1,767","2,341","2,306","1,654","1,030","156","2"
"전라남도 장성군 진원면(4688031000)","3,613","3,613","183","325","252","217","425","636","721","444","338","69","3"
"전라남도 장성군 남면(4688032000)","3,617","3,617","99","176","283","307","392","647","809","511","332","59","2"
"전라남도 장성군 동화면(4688033000)","1,805","1,805","52","57","105","124","139","321","468","271","226","41","1"
"전라남도 장성군 삼서면(4688034000)","3,015","3,015","107","152","204","174","268","550","686","444","371","55","4"
"전라남도 장성군 삼계면(4688035000)","5,188","5,188","369","433","624","633","625","801","802","457","401","41","2"
"전라남도 장성군 황룡면(4688036000)","3,813","3,813","122","198","302","246","359","763","868","551","338","65","1"
"전라남도 장성군 서삼면(4688037000)","1,497","1,497","51","74","107","93","131","249","348","247","169","28","0"
"전라남도 장성군 북일면(4688038000)","1,327","1,327","30","41","75","76","101","175","346","235","219","27","2"
"전라남도 장성군 북이면(4688039000)","2,656","2,656","55","129","133","149","193","442","587","468","419","80","1"
"전라남도 장성군 북하면(4688040000)","1,977","1,977","38","80","95","112","151","359","496","348","248","50","0"
"전라남도 완도군 (4689000000)","45,503","45,503","2,140","3,266","2,953","2,866","5,275","7,294","9,181","6,854","4,899","761","14"
"전라남도 완도군 완도읍(4689025000)","17,003","17,003","1,105","1,639","1,442","1,446","2,343","2,959","3,054","1,920","962","129","4"
"전라남도 완도군 금일읍(4689025300)","3,415","3,415","166","179","178","220","361","511","719","592","436","51","2"
"전라남도 완도군 노화읍(4689025600)","3,872","3,872","191","347","238","210","523","580","703","548","435","97","0"
"전라남도 완도군 노화읍넙도출장소(4689029000)","708","708","29","34","37","35","105","103","160","142","55","8","0"
"전라남도 완도군 군외면(4689031000)","2,932","2,932","55","88","153","125","254","444","721","591","439","60","2"
"전라남도 완도군 신지면(4689032000)","3,123","3,123","83","161","154","156","294","522","718","546","416","72","1"
"전라남도 완도군 고금면(4689033000)","3,832","3,832","121","218","200","166","325","586","752","701","676","84","3"
"전라남도 완도군 약산면(4689034000)","2,175","2,175","67","88","106","82","181","320","519","435","333","44","0"
"전라남도 완도군 청산면(4689035000)","1,913","1,913","36","70","100","93","160","290","476","339","286","62","1"
"전라남도 완도군 청산면모도출장소(4689035500)","218","218","3","6","9","5","18","44","47","41","38","7","0"
"전라남도 완도군 소안면(4689036000)","2,256","2,256","85","134","97","112","244","335","451","396","338","64","0"
"전라남도 완도군 금당면(4689037000)","860","860","29","39","50","36","72","138","190","149","133","23","1"
"전라남도 완도군 보길면(4689038000)","2,460","2,460","145","237","143","144","314","347","510","319","255","46","0"
"전라남도 완도군 생일면(4689039000)","736","736","25","26","46","36","81","115","161","135","97","14","0"
"전라남도 진도군 (4690000000)","28,374","28,374","1,177","1,962","2,063","1,840","2,907","4,727","5,822","4,205","3,147","513","11"
"전라남도 진도군 진도읍(4690025000)","10,302","10,302","675","1,044","1,054","987","1,386","1,659","1,735","1,029","625","106","2"
"전라남도 진도군 군내면(4690031000)","2,769","2,769","78","162","152","150","250","458","632","473","366","47","1"
"전라남도 진도군 고군면(4690032000)","3,314","3,314","107","226","211","162","331","542","743","538","382","68","4"
"전라남도 진도군 의신면(4690033000)","3,253","3,253","81","126","180","167","268","549","811","567","421","81","2"
"전라남도 진도군 임회면(4690034000)","3,146","3,146","75","139","171","143","223","553","725","580","441","95","1"
"전라남도 진도군 지산면(4690035000)","2,889","2,889","74","117","148","104","194","461","633","584","508","65","1"
"전라남도 진도군 조도면(4690036000)","2,086","2,086","59","111","114","104","189","385","433","328","327","36","0"
"전라남도 진도군 조도면가사출장소(4690036500)","235","235","11","4","12","8","23","41","47","39","40","10","0"
"전라남도 진도군 조도면거차출장소(4690036600)","380","380","17","33","21","15","43","79","63","67","37","5","0"
"전라남도 신안군 (4691000000)","38,221","38,221","1,232","2,084","2,402","2,211","3,869","6,683","8,698","6,116","4,237","672","17"
"전라남도 신안군 지도읍(4691025000)","4,417","4,417","147","225","275","295","434","708","1,042","690","517","83","1"
"전라남도 신안군 지도읍선도출장소(4691025100)","220","220","5","6","7","9","13","40","62","33","39","6","0"
"전라남도 신안군 압해읍(4691025300)","5,569","5,569","150","318","359","355","565","969","1,430","830","503","89","1"
"전라남도 신안군 압해읍매화출장소(4691025400)","242","242","7","4","3","9","21","35","71","57","29","6","0"
"전라남도 신안군 압해읍고이도출장소(4691025500)","207","207","9","10","11","11","19","27","46","46","24","4","0"
"전라남도 신안군 증도면(4691031000)","1,416","1,416","29","46","75","73","137","287","324","211","208","25","1"
"전라남도 신안군 증도면병풍출장소(4691031500)","298","298","7","7","23","16","25","56","72","55","33","4","0"
"전라남도 신안군 임자면(4691032000)","3,229","3,229","128","230","241","166","381","596","661","481","314","28","3"
"전라남도 신안군 자은면(4691033000)","2,285","2,285","72","106","118","112","190","418","569","390","278","32","0"
"전라남도 신안군 비금면(4691034000)","3,637","3,637","116","209","236","191","384","675","799","572","387","66","2"
"전라남도 신안군 비금면수치도출장소(4691034500)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"전라남도 신안군 도초면(4691035000)","2,379","2,379","84","189","162","134","235","381","491","347","305","51","0"
"전라남도 신안군 도초면우이도출장소(4691035500)","220","220","10","7","12","12","15","50","59","36","12","7","0"
"전라남도 신안군 흑산면(4691036000)","2,058","2,058","59","88","166","141","219","413","400","335","200","33","4"
"전라남도 신안군 흑산면가거도출장소(4691036500)","354","354","5","14","23","32","59","90","69","38","24","0","0"
"전라남도 신안군 흑산면태도출장소(4691036600)","201","201","9","21","12","10","30","34","38","29","15","3","0"
"전라남도 신안군 흑산면홍도출장소(4691036700)","439","439","15","26","35","35","60","112","75","45","31","5","0"
"전라남도 신안군 흑산면대둔도출장소(4691036800)","272","272","7","9","15","10","37","55","68","46","20","4","1"
"전라남도 신안군 하의면(4691037000)","1,606","1,606","36","89","93","70","154","281","341","310","201","31","0"
"전라남도 신안군 신의면(4691038000)","1,489","1,489","42","115","110","108","182","280","290","218","128","15","1"
"전라남도 신안군 장산면(4691039000)","1,481","1,481","44","77","59","76","148","233","339","271","200","34","0"
"전라남도 신안군 안좌면(4691040000)","3,386","3,386","150","174","236","228","337","526","746","530","384","74","1"
"전라남도 신안군 팔금면(4691041000)","894","894","18","32","43","33","69","113","212","204","141","29","0"
"전라남도 신안군 암태면(4691042000)","1,922","1,922","83","82","88","85","155","304","494","342","244","43","2"
"경상북도  (4700000000)","2,528,641","2,528,641","139,079","215,785","234,233","255,032","342,451","441,579","457,145","266,977","150,395","25,412","553"
"경상북도 포항시 (4711000000)","491,439","491,439","30,151","45,811","47,370","54,090","71,765","86,293","86,966","46,723","19,420","2,796","54"
"경상북도 포항시 남구 (4711100000)","219,629","219,629","12,484","20,333","21,672","23,088","32,358","38,815","39,188","21,789","8,739","1,143","20"
"경상북도 포항시 남구 구룡포읍(4711125000)","6,613","6,613","77","179","277","296","540","1,096","1,871","1,341","835","99","2"
"경상북도 포항시 남구 연일읍(4711125300)","27,930","27,930","1,379","3,373","2,805","2,254","4,234","5,643","4,980","2,338","806","117","1"
"경상북도 포항시 남구 오천읍(4711125600)","57,270","57,270","4,193","6,145","6,566","7,594","10,130","9,876","7,705","3,399","1,455","204","3"
"경상북도 포항시 남구 대송면(4711131000)","3,075","3,075","50","96","145","211","240","487","930","607","265","44","0"
"경상북도 포항시 남구 동해면(4711132000)","9,207","9,207","354","666","760","820","1,005","1,666","1,961","1,253","635","85","2"
"경상북도 포항시 남구 장기면(4711133000)","3,720","3,720","53","101","110","143","236","573","955","820","611","115","3"
"경상북도 포항시 남구 호미곶면(4711135000)","1,689","1,689","25","54","61","54","121","263","451","378","233","49","0"
"경상북도 포항시 남구 상대동(4711152500)","22,828","22,828","728","1,273","2,464","2,519","2,875","3,828","4,923","3,150","974","92","2"
"경상북도 포항시 남구 해도동(4711154500)","15,907","15,907","384","664","1,212","1,378","1,853","2,760","3,953","2,670","940","91","2"
"경상북도 포항시 남구 송도동(4711155000)","11,167","11,167","248","538","708","780","1,125","1,848","2,941","2,055","836","85","3"
"경상북도 포항시 남구 청림동(4711156000)","4,632","4,632","161","205","624","554","452","706","965","654","285","26","0"
"경상북도 포항시 남구 제철동(4711157000)","2,298","2,298","70","172","252","268","272","431","478","248","91","15","1"
"경상북도 포항시 남구 효곡동(4711158000)","29,240","29,240","3,107","4,272","2,707","3,122","5,618","4,631","3,827","1,622","283","50","1"
"경상북도 포항시 남구 대이동(4711159000)","24,053","24,053","1,655","2,595","2,981","3,095","3,657","5,007","3,248","1,254","490","71","0"
"경상북도 포항시 북구 (4711300000)","271,810","271,810","17,667","25,478","25,698","31,002","39,407","47,478","47,778","24,934","10,681","1,653","34"
"경상북도 포항시 북구 흥해읍(4711325000)","55,522","55,522","5,020","4,861","5,266","8,670","8,273","9,336","8,196","3,743","1,855","298","4"
"경상북도 포항시 북구 신광면(4711331000)","2,745","2,745","40","80","124","95","172","397","815","550","378","92","2"
"경상북도 포항시 북구 청하면(4711332000)","4,448","4,448","53","190","207","207","357","766","1,180","814","576","98","0"
"경상북도 포항시 북구 송라면(4711333000)","2,317","2,317","26","52","104","93","142","371","656","471","337","65","0"
"경상북도 포항시 북구 기계면(4711334000)","4,778","4,778","76","143","188","207","286","728","1,388","967","656","137","2"
"경상북도 포항시 북구 죽장면(4711335000)","2,033","2,033","17","45","29","57","86","319","684","446","299","49","2"
